ID,ROCK NAME,TIO2(WT%),AL2O3(WT%),Y(PPM),ZR(PPM),AU(PPB),NB(PPM),LA(PPM),CE(PPM),SM(PPM),YB(PPM),TH(PPM)
460,BASALT,0.5,18.06,16.4,42.1,,0.52,2.42,6.7,,1.62,0.2
461,BASALT,0.97,16.47,17.03,84,,3.91,9.33,21.9,3.34,2.02,2.1
466,BASALT,1,16.34,23.9,84.1,,4,7.8,17.3,2.9,2.3,2
467,BASALT,1.01,16.55,25.7,100,,3.67,10.9,25.3,3.43,2.6,1.79
469,BASALT,0.79,19.46,19.4,38.9,,1.3,,7.7,1.8,1.75,0.2
478,ANDESITE,1.18,18.68,26.8,79,10,3.1,5.96,14.96,3.05,2.61,1.36
479,BASALT,1.21,17.29,26.3,135,,5.76,15.4,35.9,4.53,2.45,2.13
481,BASALT,1.0036,13.5041,27.35623332,33.27733319,12,0.677173721,1.003992351,3.741912629,1.693758977,2.849751216,0.054162686
482,BASALT,0.66,14.72,16.9,38.5,,1.38,5.46,11.59,2.24,1.6,0.779
485,ANDESITE,0.37,14.4,10.6,33,2,0.39,2.22,4.13,1.07,1.14,0.18
486,BASALT,1.443,17.31,32.2,61.8,,0.53,,8.55,3.29,3.18,0.212
488,BASALT,0.85,18,22.6,47.3,2,1.5,2.3,9.9,2.4,1.88,1
491,BASALT,0.914,14.6446,24.1561101,33.24015209,,0.675557009,0.961874053,3.531261311,,2.630852455,0.061731557
493,BASALT,0.79,17.86,20,36,,1.4,3.1,6.9,1.49,1.44,0.1
494,BASALT,0.832,18.9,32.5,73,,4.3,9.56,17.4,,2.61,2.5
495,BASALT,0.904,22.18,31.7,139,8,10.1,24.2,46.7,,3.05,8.2
496,BASALT,1.325,13.476,37.25223385,59.30022852,,1.643016274,1.772609743,6.225747734,2.509578477,3.754621654,0.103632135
498,BASALT,0.78,18,18.1,26.7,4,0.21,1.87,5,1.8,1.84,0.14
503,BASALT,0.935,16.92,18.12567601,64.35191072,,1.706,6.629,16.46,,1.776,0.689
508,BASALT,0.97,14.24,18.1,79.8,,2.8,,20.09,3.36,1.42,1.96
510,BASALT,1.12,15.79,24,75,,1.5,,18.2,3.2,2.15,1.02
511,BASALT,0.828,19.08,23,73,3,4,9.06,18.8,,2.253,3.2
512,BASALT,0.8,17.97,20.2,36.9,,1.2,2.3,5.3,1.79,1.84,1.2
513,BASALT,1.1,16.7,23.1,103,14,4.6,10.2,23.9,3.74,2.39,1.63
514,BASALT,0.85,17.8,16.7,27.6,11,0.23,1.31,4.6,,1.89,0.13
515,BASALT,0.97,18,21.2,33.3,,0.29,,5.8,1.99,2.08,0.168
516,BASALT,0.69,14.03,14.2,42,1,1.08,4.22,9.26,,1.37,1.03
517,BASALT,1.285,13.8576,34.6369727,47.53363854,,1.108777706,,4.845058773,,3.795258516,0.086356786
518,BASALT,0.6,18.56,14.3,25.2,,0.5,,3.58,,1.74,0.7
519,BASALT,1.07,17.65,33,73,,2,5.9,14.2,3.3,3.51,0.63
520,BASALT,1.07,17.65,33,73,,2,,14.2,3.3,3.51,0.63
523,BASALT,1.07,17.77,22,61,5,1.55,3.6,9.93,2.63,1.98,0.25
524,BASALT,0.94,17.58,21,67,4,5,4.35,11,2.17,1.77,0.39
525,BASALT,0.94,17.58,19.4,62.4,,1.99,4.79,12.42,2.32,1.86,0.54
526,BASALT,0.9,17.74,26,92,11,4.4,10.8,29.6,4.4,2.43,2.27
527,BASALT,0.76,18.14,16.3,52,,2.3,7.46,17.13,,1.92,1.73
530,BASALT,0.83,16.21,22,47,,4.3,1.4,3.99,,2.21,0.08
534,BASALT,0.743870053,14.1578711,18.30195829,55.83939729,9,1.837316684,5.939464025,13.41162252,2.733004484,1.746038373,1.003633472
535,BASALT,0.76,18.45,19.5,58.9,5,1.15,,16.02,,1.9,0.838
536,BASALT,0.73,20.2,18.1,59.2,14,1.13,,15.76,,1.86,0.881
543,BASALT,1.49,17.51,25.9,120,,4.9,,28.2,,2.69,1.88
546,BASALT,0.63,20.19,11,26,,1.1,3.17,7.37,1.64,1.33,0.65
547,BASALT,0.92,17.03,18,66,,3.7,4.9,12.1,2.54,2.21,0.98
550,DACITE,0.86,17.65,19.4,59.3,,1.4,5.23,12.23,2.55,1.7,0.59
553,BASALT,0.76,17.2,16.4,33.6,9,0.5,1.67,4.88,1.75,1.91,0.181
554,BASALT,0.71,20.05,16.8,34.8,9,0.7,1.75,5.05,1.79,1.98,0.189
555,BASALT,0.71,20.05,16.8,34.8,,0.7,1.75,5.05,1.79,1.98,0.189
556,BASALT,0.99,16.21,21.6,62.9,,2.4,12.5,22.39,,1.97,1.03
557,BASALT,0.75,20.6,20,64,11,2,7.8,14.9,2.9,1.94,0.99
558,BASALT,0.94,17.8,20.8,33,,0.25,1.83,5.3,1.88,2.06,0.13
559,ANDESITE,1.12,18.39,26.8,78,,4.2,5.57,14.3,,2.64,1.25
560,BASALT,1.03,17.2,20.4,90.6,,4.6,12.54,29.31,4.34,2.45,2.38
563,ANDESITE,0.94,18.46,19,57,,1.93,5,12,2.58,1.75,1.07
564,BASALT,0.82,19.24,20.4,39.1,9,1.7,0.4,5.9,,1.66,0.8
565,BASALT,1.04,20,29.6,61.1,,1.43,4.26,10.8,2.77,2.58,0.659
567,BASALT,0.958,17.183,17.79999955,64.91137799,,1.642,6.472,15.41,2.724,1.752,0.638
571,BASALT,0.63,13.71,16.56302871,26.25564203,0,0.584065965,0.797816722,2.799781829,1.151113802,1.769334012,0.043820132
572,BASALT,0.66,17.34,16.3,53,5,1.16,5.34,11.64,2.32,1.9,0.62
573,BASALT,2.36,16.22,42.6,185,12,7.7,20.2,46.9,8.05,4.22,3.09
574,BASALT,0.74,19.8,17,44.2,,0.888,,8.84,1.88,1.81,0.835
577,BASALT,1.12,20.43,26.5,58.9,,2.15,,11.7,,2.61,0.88
579,BASALT,1.523653423,13.28447195,33.13806513,98.04559889,12,1.92527085,2.864814138,8.908323272,4.082760921,4.031939635,0.079231136
580,BASALT,0.926,16.737,18.09280844,63.16239394,14,1.607,5.992,14.48,,1.712,0.516
582,BASALT,0.66,18.51,14.9,24.2,5,0.4,,3.53,1.46,1.69,0.079
584,ANDESITE,0.589,20.501,15.4,29.5,,0.29,1.17,3.64,,1.54,0.132
585,BASALT,1.22,17.48,24.7,131,,5.99,16.6,38.8,4.57,2.42,2.34
586,BASALT,1,19.61,20,50,8,1.4,2.9,8.28,,2.02,0.22
587,BASALT,0.77,14.01,24,32,,1,3.8,7.84,2.09,2.5,0.53
588,BASALT,1.33,17.97,24.53,102.6,14,10.08,10.98,24.21,3.96,2.59,1.56
591,BASALT,0.742,15.482,17.13698124,63.92331345,,1.591,6.128,14.95,2.684,1.813,0.684
593,BASALT,0.7,18.09,14.6,29.6,4,0.6,1.57,4.51,1.61,1.85,0.179
595,ANDESITE,1.18,19.18,27.3,77,14,3.1,5.6,14.26,3.04,2.71,1.29
596,BASALT,0.894,16.732,16.84377639,63.01017556,,1.609,5.682,14.89,2.444,1.598,0.528
597,ANDESITE,1,18.54,18,40,,0.76,3.2,9.4,2.1,2.1,0.44
598,BASALT,0.92,17,23.4,61.7,4,1.61,6.55,15.43,,2.12,0.729
599,BASALT,0.63,13.83,16.79555097,26.3488575,,0.591876217,0.805787422,2.794565972,,1.744423039,0.046069084
600,BASALT,0.73,21.73,15.9,70,,2.9,8.54,19.1,2.63,1.94,2.95
603,BASALT,0.86,17.23,23.7,48.5,,1.4,2.5,9.4,2.41,2.02,0.9
605,ANDESITE,0.74,19.58,17.4,32,,1.3,,8.04,1.85,1.83,0.59
607,BASALT,1.065,15.018,28.93539359,49.07192506,6,2.894288307,2.116335309,6.370559601,,2.930192483,0.143144146
608,ANDESITE,0.69,16.93,17.8,60,11,1.3,5.71,12.34,2.42,2.07,0.76
609,BASALT,1,15.02,23.7,131.5,,6.7,,33.04,4.27,2.05,4.63
611,BASALT,1.7,15.81,36.5,106,,2.98,3.53,11.4,3.85,3.91,0.178
612,BASALT,0.79,16.84,20.1,51.9,,1.01,6.84,14.71,2.9,2.01,0.813
613,BASALT,0.74,19.57,21,33,,0.67,2.72,6.99,,1.8,0.27
614,BASALT,0.7931,14.316,20.79373102,33.82252934,,0.685913577,1.02785304,3.568095701,1.630226655,2.196620348,0.073365657
617,ANDESITE,0.71,19.46,17.4,59,3,1.32,,12.23,,2.07,0.73
618,BASALT,0.85,18.79,21,32,,0.4,,6.4,2030,2.05,0.31
619,BASALT,0.82,19.6,20.1,50.4,,0.73,2.85,7.63,2.14,2.07,0.266
620,BASALT,0.6,17.28,21.4,92.2,,3.54,5.63,14.7,3.26,2.29,0.53
621,BASALT,0.65,18.45,17.2,60.7,,0.921,4.99,12.5,,1.76,1.34
622,BASALT,0.93,20.35,25.2,69.6,8,2.13,6.13,14.8,2.96,2.41,1.14
623,BASALT,0.91,21.03,23.4,76,,6.1,7.77,17.22,2.948,2.237,1.6
624,BASALT,1.133,16.416,18.66532441,58.17938319,,1.141,4.264,10.82,2.44,2.033,0.596
625,BASALT,0.91,18.128,16.61865856,59.37412902,,1.283,6.715,15.83,2.717,1.708,0.797
626,BASALT,1.34,17.86,24.42,103.33,,9.18,11.28,24.31,3.92,2.6,1.54
628,BASALT,0.68,17.46,15.3,25,1,1.3,,8.3,,2,0.28
629,BASALT,1.32,16.31,33.4,140.6,,18.7,20.8,39.3,,3.1,3
630,ANDESITE,1.01561935,15.17179179,19.62974029,67.81028675,,1.062747125,,6.455693463,1.947668704,1.898718688,0.114144722
633,BASALT,0.81,19.26,18,47,13,1.9,5.1,13,2.5,2.1,0.9
634,BASALT,0.843,17.93,28,101,,6.3,20.9,32.8,4.682,2.26,6
635,BASALT,0.84,18.3,25,55,10,3.9,7.27,15.95,,1.87,1.7
636,BASALT,1.38,14.326,33.57933193,55.86926202,,1.216299343,1.659641277,5.783942617,2.419447636,3.413437573,0.08055279
638,BASALT,0.61,17.64,13.5,23.2,13,0.5,1.33,3.73,,1.52,0.104
639,BASALT,1.34,16.57,36.9,140.2,,18.4,17.4,36.1,4.1,2.7,2.9
640,ANDESITE,0.626,20.218,17,32.2,13,0.31,1.47,4.61,1.68,1.95,0.139
641,BASALT,1.12,18.44,24.8,56.7,,1.46,,10.4,2.66,2.47,0.623
642,ANDESITE,0.8,18.91,15.8,45,,1.5,5.18,12.36,2.19,1.74,1.04
643,BASALT,1.26,19.38,17.6,110,,4.4,13.2,27.5,,1.73,2.97
645,BASALT,1.38,16.87,33.3,181.9,11,8.8,15.24,37.39,5.27,3.01,1.69
647,BASALT,0.82,19.85,20.9,53,8,0.78,3.14,8.23,2.25,2.18,0.276
648,BASALT,0.61,20.53,14.9,28.5,1,0.4,1.49,4.32,1.58,1.79,0.151
649,BASALT,0.58,19.73,13.1,26.4,3,0.6,,3.45,1.35,1.67,0.137
652,BASALT,1.131,16.39,19.12467419,58.16509014,,1.171,4.838,11.85,2.459,2.063,0.765
653,BASALT,1.15,18.76,28.3,79,,3.6,,16,2.877,2.51,2.3
654,BASALT,0.79,18.55,26.8,52.5,8,1.5,2.3,8.7,2.11,1.96,0.7
655,BASALT,0.82,16.88,18,51,,2.9,3.2,8.2,,2.37,0.493
656,BASALT,1.16,15.3,24,47.8,,0.43,2.32,7.2,2.22,2.48,0.249
658,BASALT,0.854,17.858,16.02300977,55.15526105,13,1.962,8.564,19.87,2.799,1.724,1.482
659,ANDESITE,0.68,20.2,17.5,56,,1.31,4.89,9.91,2.13,2.07,0.5
660,BASALT,1.083,13.419,30.60889472,44.22898232,9,0.972622226,1.233205494,4.416840014,1.943266298,3.146594697,0.065649399
661,ANDESITE,1.075,16.921,21.6,31.3,,0.35,1.38,4.67,1.99,2.31,0.106
662,ANDESITE,0.74,19.82,18.7,68,,1.55,,13.45,2.59,2.18,0.76
663,ANDESITE,0.69,19.89,17.2,56,4,1.29,5.2,9.74,,2.05,0.49
664,BASALT,0.72,18,21.2,36,,2.2,4.6,9.9,,2.1,0.35
665,BASALT,0.72,18,21.2,36,0,2.2,4.6,9.9,2.4,2.1,0.35
666,BASALT,0.92,14.25,25.9,47.4,,1.4,2.1,9,2.18,1.96,0.5
667,BASALT,0.9,19.5,20.4,56.9,,1.66,,8.2,2.22,2.04,0.46
668,BASALT,1.28,16.13,27.3,127.6,,15.4,16.4,34.1,4.2,2.7,2.7
669,BASALT,1.31,16.3,32,122.4,,16.7,33.1,33,7.2,3.9,2.6
670,ANDESITE,1.207184207,14.15201071,29.26485845,105.7451364,,1.490486115,3.146907468,8.872990132,2.961283257,2.825214128,0.176144729
671,ANDESITE,0.909309153,18.48537833,19.81055058,57.22266683,,2.075417006,6.029433941,13.14361964,,1.872622464,0.893479946
672,BASALT,0.909309153,18.48537833,19.81055058,57.22266683,,2.075417006,6.029433941,13.14361964,2.805056449,1.872622464,0.893479946
673,BASALT,1.112,16.62,19.10213531,58.09091109,,1.253,4.784,11.36,2.441,2.057,0.751
674,BASALT,1.08,14.44,19.57,50.12,0,4.03,2.68,7.02,1.86,1.96,0.22
675,BASALT,0.64,17.74,20,64.5,,1.23,7.49,15.97,2.84,1.99,0.944
676,BASALT,1.12,14.23,28,60,13,1.3,,5.29,2.33,2.79,0.2
677,BASALT,0.74,17.72,22.8,84.8,,2.9,8.4,18,,1.9,3.6
679,ANDESITE,1.27,18.01,29.84,94,,12.53,12.64,23.17,4.39,2.67,2.84
682,ANDESITE,0.86,20.01,27.1,73,5,2.8,10.35,22.97,3.59,2.58,1.79
684,BASALT,0.93,19.22,19,58,,1.93,5,12,2.62,1.77,1.04
685,BASALT,0.7,16.67,19.3,39.3,,1.2,3,10.1,,1.63,0.1
686,BASALT,1,14.24,18.2,93.7,1,5.71,,20.4,3.01,1.78,1.27
687,BASALT,1.196,13.878,31.77359754,50.67757664,,0.987174735,1.290888339,4.68699793,2.14634747,3.421071157,0.066012486
688,BASALT,1.13,17.48,26.8,50.1,2,0.406,2.8,8.27,2.68,2.73,0.259
689,BASALT,0.845,17.399,16.74514982,62.07216165,,1.411,6.563,15.99,2.594,1.646,0.813
690,BASALT,1.73,16.79,35.3,96.4,,2.15,5.84,17.03,4.66,3.24,0.377
691,BASALT,1.16,17.19,28.1,50.5,,0.412,2.85,8.42,2.71,2.83,0.26
694,ANDESITE,0.77,18.04,21.43,55,,2.07,7.99,15.88,3.1,2.08,1.75
695,ANDESITE,0.75,19.14,19.2,68,,1.54,6.38,13.78,2.67,2.31,0.84
696,BASALT,1.54,16.5,39.9,131,,2.96,11.9,28.2,5.25,4.06,3.35
697,BASALT,0.79,17.1,18.6,57.8,,1.8,5.8,12.31,2.29,1.83,1.02
698,BASALT,0.91,17.97,18,67,,4,5.1,12.1,,2.47,1.271
699,BASALT,1.21,16.2,30.5,50.2,14,0.42,2.98,8.4,2.82,2.98,0.259
701,BASALT,0.81,17,16,61,5,3,8.5,18.6,3.1,1.72,1.05
702,BASALT,1.32,15.55,26.5,97.6,,3.3,5.96,14.7,3.55,2.72,0.89
703,BASALT,1,18.49,19,63,,2,7.4,17,2.9,2.1,2
704,BASALT,0.79,19.01,25.9,99.2,,3.3,,20.9,3.014,2.27,2.7
705,BASALT,0.8,18.78,21.4,66,,2.7,6.44,15.78,2.88,2.07,0.89
706,ANDESITE,0.933,18.07,16.9,53.7,11,1.46,,13.06,,1.8,0.494
707,ANDESITE,0.92,19.06,19.45,40,8,1.6,5.72,12.61,2.44,1.86,1.38
709,BASALT,0.91,17.97,18,67,,3.5,5.1,12.1,2.68,2.47,0.959
710,BASALT,1.73,16.82,35.8,97.1,13,2.17,5.92,17.17,4.75,3.21,0.369
711,BASALT,0.82,18.03,24.2,43.1,,1.2,2.3,7.7,2.13,1.93,0.3
712,BASALT,0.82,18.03,22,41,,0.32,2.3,6.01,2.16,2.4,0.233
713,BASALT,0.82,18.03,24.5,43,10,1.99,3.07,8.68,2.63,2.67,0.29
714,BASALT,0.98,20.58,23.7,64.2,,2.24,4.01,10.2,2.54,2.38,0.58
715,BASALT,0.67,18.5,19.1,44,3,1.6,4.1,10.2,2.3,1.6,0.37
716,BASALT,0.67,18.5,19.1,44,,1.6,4.1,10.2,,1.6,0.37
718,ANDESITE,0.99,17.73,24,105,,4.1,12.29,28.2,3.88,2.39,3.38
719,BASALT,1.16,17.18,28.3,51.7,,0.435,2.94,8.49,2.73,2.92,0.262
720,BASALT,0.92,17.28,24.7,49.7,,1.4,,7.1,2.49,1.94,0.4
721,BASALT,0.92,17.28,19.3,34.1,,0.64,,8.71,2.46,2.41,0.41
723,BASALT,0.844,17.365,16.8384267,61.33507173,,1.395,6.849,16.09,,1.628,0.98
724,BASALT,0.92,20.48,23.8,77,,3.5,,14.14,2.763,2.264,1.9
725,ANDESITE,0.75,19.54,19,67,13,1.54,6.48,13.43,2.57,2.21,0.79
726,BASALT,0.76,18.52,22.6,44.2,,1.2,3.3,6.5,1.8,1.71,0.5
727,BASALT,0.76,18.52,22.2,37.4,,0.52,2.34,6.33,2.41,2.74,0.29
728,BASALT,0.65,15.69,15.1,26.7,8,0.25,1.22,3.63,1.41,1.82,0.17
729,BASALT,0.68,18.39,19,71,,2.5,9.55,18.54,3.41,2.2,1.96
730,BASALT,0.6,16.6,19.98,53.36,,0.65,3.23,8.64,2.22,2.23,0.7
731,BASALT,0.8,18.52,16.9,59,,3.8,6.17,13.56,,1.7,1.16
732,BASALT,1.26,15.6,29.6,51.3,0,0.44,2.92,8.7,2.78,2.98,0.273
733,BASALT,0.65,18.66,11,33,,0.95,3.56,8.16,1.72,1.35,0.8
734,BASALT,0.69,17.39,16.1,30.8,7,0.5,1.65,4.67,1.75,1.97,0.162
736,BASALT,0.68,17.224,13.73359178,31.40170418,,0.152,1.21,3.22,,1.45,0.165
737,ANDESITE,0.74,19.93,19.1,68,,1.54,6.48,13.6,2.66,2.23,0.83
738,BASALT,0.8,17.02,18,72,,3.5,4.8,11.7,2.3,1.99,0.901
739,BASALT,1.72,16.79,35.6,97.9,,2.2,5.97,17.34,,3.21,0.367
740,BASALT,0.72,16.78,19.4,59,,1.56,7.36,15.4,2.96,2.08,1.02
741,BASALT,1.29,16.11,33.2,137.6,,19.1,19.6,37.2,,2.9,3.1
742,BASALT,1.32,14.7,26.7,54.3,,0.45,2.61,7.6,2.61,2.74,0.268
743,ANDESITE,0.803,16.86,18.3,71,13,4.9,9.13,18.5,,1.82,3.4
744,BASALT,0.86,19.75,23,66.3,2,1.24,7.4,15.86,,2.29,0.737
745,ANDESITE,0.891,17.573,18.1,56.4,,1.44,5.77,14.92,2.68,1.66,0.622
746,BASALT,0.94,16.42,19,37,,0.48,2.9,6.4,1.77,1.87,0.46
747,BASALT,0.442,16.65,33.9,67.6,,0.56,2.63,8.86,,3.61,0.214
748,ANDESITE,0.98,18.71,28.4,89,,3.5,8.34,19.15,,2.8,2.37
749,BASALT,1.01,18.18,21,37,,1,3.3,9.69,2.42,2.01,0.4
750,BASALT,0.93,15.73,23.2,60.8,,0.96,5.18,12.45,2.95,2.36,0.547
751,BASALT,0.94,17.61,19,86.9,12,4.53,14.2,27.1,3.81,1.72,3.67
752,BASALT,1.482,13.347,49.5730274,77.72714855,7,2.712884297,2.724724978,8.760070754,3.618869206,5.226208372,0.168270185
753,BASALT,0.73,18.54,20.6,51.8,3,1.23,5.69,12.3,2.52,2.1,0.864
754,BASALT,1.02,15.34,24.8,44.7,1,1.4,0.9,8.6,,1.99,0.2
755,BASALT,1.02,15.34,23,43,,0.29,,6.6,2.26,2.58,0.284
756,BASALT,1.02,15.34,20,30.7,,0.53,2.49,7,2.17,2.51,0.3
757,BASALT,0.82,17.82,18,71,,3,4.9,11.7,2.47,2.25,0.909
758,ANDESITE,0.76,14.84,26.8,114,,9.3,,40.3,,1.91,10.8
759,BASALT,0.67,17.26,13,57,,5,5.9,13.2,2.39,1.57,1.14
760,BASALT,1.07,19.97,31.2,61.4,,2.03,4.33,10.7,2.98,2.85,0.66
761,BASALT,1.08,20.18,26.5,62.6,11,2.01,,10.9,2.84,2.62,0.66
762,BASALT,1.18,15.4,30.9,52.9,,0.44,3.09,9.4,,3.12,0.262
763,BASALT,0.76,17.8,21.5,39.9,14,1.3,3.5,7.4,1.61,1.7,1
765,BASALT,0.62,16.75,14.5,27.4,,0.2,1.45,4.05,,1.67,0.129
770,BASALT,1.27,15.97,28.9,130.6,0,17.2,18,37.6,4,2.7,2.9
771,BASALT,0.66,17.72,18.9,37.8,10,1.2,1.33,6,1.52,1.51,0.7
772,BASALT,0.64,15.62,18.3,35.9,1,0.9,2.8,8.5,,1.41,0.3
773,BASALT,0.66,17.72,18.1,33.1,,0.39,1.7,5.18,1.82,2.25,0.22
774,BASALT,0.81,19.94,21.6,53.4,,0.67,2.75,7.53,2.21,2.22,0.252
776,BASALT,0.92,20.53,20.81,47.74,,0.84,4.47,10.56,3.05,2.62,0.68
777,ANDESITE,0.75,19.85,19.4,70,,1.58,6.4,13.71,2.72,2.23,0.82
778,BASALT,0.65,20.59,16.5,32.3,,0.4,1.71,4.86,1.75,1.98,0.17
779,BASALT,1.14,20.17,28.7,65.1,,2.36,5.53,12.8,3.09,2.84,0.93
780,BASALT,0.95,18.22,28.3,49.7,,1.6,4.5,7.8,2.59,2.15,0.3
781,ANDESITE,1.79,16.64,44.5,151,0,4.9,10.86,27,5.34,4.38,2.78
782,ANDESITE,0.94,17.81,21.6,74,,2.9,11.15,25.45,,2.1,2.43
783,ANDESITE,1.01,18.26,20,45,,0.41,3.12,7.87,2.31,2.42,0.51
784,BASALT,1.09,16.58,23,121,,4.4,10.34,23.8,3.87,3.29,1.86
785,BASALT,1.27,17.59,25,161,,5.5,13.75,30.42,4.77,3.23,1.73
787,BASALT,0.75,18.21,17,70,,5,10,21.8,3.49,1.53,1.94
788,BASALT,1.03,18.8,22,78,,5.3,8.43,20,4.02,2.48,1.47
790,BASALT,1.198,14.645,20.93562113,51.90205385,,0.531,2.565,6.81,,2.206,0.343
791,BASALT,1.17,15.3,29,53,8,0.45,2.9,8.4,2.75,2.95,0.272
792,BASALT,0.57,13.28,12,45,,6,5.7,13,,1.22,0.91
793,BASALT,1.02,19.17,23,91,4,3.9,12.4,24.8,,2.9,2.71
794,BASALT,1.1,16.38,29.37,87.07,,1.16,5.56,15.33,,3.04,1.02
795,BASALT,0.92,17.76,32.05,71.46,8,1.53,,16.76,4.17,3.11,1.07
796,BASALT,0.73,16.03,16,68,,3,12.9,27.2,4.41,1.64,1.82
797,BASALT,2.05,17.96,35.09,117,,5.2,12.39,27.9,,2.94,1.27
798,BASALT,1.09,21.16,28.7,62.1,,2.31,5.2,12.1,2.98,2.91,0.9
799,BASALT,0.97,16.35,21,39,,0.32,3.2,7.8,2.16,2.1,0.496
800,BASALT,1.02,15.31,25.7,44.8,10,1.5,4.2,10.2,2.17,2.05,0.1
802,BASALT,1.17875412,19.20782871,25.66463894,89,,3.181472339,7.99432257,18.94925,3.957026055,2.531974557,0.72188424
803,BASALT,0.66,20.35,15.8,31.8,1,0.22,,3,1.36,1.71,0.06
804,BASALT,0.68,14.91,18,29,,1,4.1,3.84,,1.61,0.57
805,ANDESITE,1.24,17,24,72,,2.5,8,17,3.37,2.23,1.44
806,BASALT,0.81,20.25,20.8,61,,1.83,4.98,12.7,2.6,2.24,0.873
807,BASALT,0.69,19.4,19.6,49.4,,0.94,4.39,9.75,,2,0.576
808,BASALT,1.4,17.57,33.3,180,,4.6,13.9,33.8,4.49,3.3,1.91
809,BASALT,1.35,14.6,33,57.9,,0.44,3.23,9.6,3.03,3.33,0.278
810,BASALT,1.31,14.7,31.7,56.4,,0.46,3.3,9.6,,3.26,0.28
813,ANDESITE,1.004074652,19.98088435,22.52,71,5,2.23,6.91,15.99,3.4,2.1,0.36
814,BASALT,0.71,18.78,18.2,51.3,8,0.68,6.56,15.3,2.97,1.8,0.97
815,BASALT,1.04,18.79,24,102,,3.8,10.47,19.96,3.58,2.58,2.02
817,BASALT,1.25,18.06,32,166,,8.4,,30.17,5.58,4.08,1.5
818,BASALT,1.39,17.63,31.2,160,4,4.32,,30.6,4.2,3.13,1.63
820,ANDESITE,1.23,17.11,24,79,,2.62,7,16,3.36,2.28,1.53
821,BASALT,1.03,17.67,20,66.4,,4.65,,31.5,4.37,1.87,4.36
822,ANDESITE,0.763934656,18.11668272,11.39361873,47.85313941,,1.06917709,1.425598277,4.307833913,,1.42822318,0.069375876
823,ANDESITE,1.27,15,28.5,51.8,,0.43,,7.9,2.59,2.77,0.249
824,BASALT,0.85,18.64,23.3,51.7,,1.4,3.2,10.1,,1.82,0.2
825,BASALT,0.6,15.84,18.4,37.2,0,1,2.8,4.1,1.44,1.28,0.4
826,BASALT,1.41,17,33,208,8,10.4,17.8,41.6,5.77,3.33,1.85
827,BASALT,0.69,18.65,17,70,,1,8.77,17.4,3.08,2.07,2.02
828,BASALT,0.83,18.33,20.45,47.65,,0.89,3.39,8.85,2.16,2.11,0.64
829,ANDESITE,0.964991474,19.23964289,21.03,69,,2.39,6.44,14.59,3.11,1.97,0.36
831,BASALT,0.73,16.46,18.44,47.44,3,0.48,,7.33,1.97,2.03,0.53
832,ANDESITE,0.81,20.04,21.7,53.5,,0.72,,8.43,2.27,2.18,0.319
833,BASALT,0.95,13.68,18.8,58.4,,1.43,5.21,13.57,2.67,1.75,0.5
835,BASALT,0.81,19.23,19,72,,3.1,5.2,12.7,2.74,2.55,0.957
838,ANDESITE,1.35,14.5,31.6,58.3,14,0.49,3.32,9.6,3.07,3.26,0.307
839,ANDESITE,1.29,14.9,28.5,52.1,,0.43,2.89,8.4,2.72,3.01,0.262
840,ANDESITE,0.93,19,15.4,69.8,,3.13,10.4,23.12,2.39,1.61,2.82
841,BASALT,0.83,16.9,25.1,40.8,3,1.4,3.1,8.1,2.02,1.87,0.7
842,BASALT,0.79,20.2,21,54,,1,3,7,2.33,2.09,0.34
843,ANDESITE,1.068876418,19.74241996,24.9,90,6,3.23,7.8,18.29,3.78,2.38,0.75
844,BASALT,1.09,17.98,24,143,,5.8,12.73,28.21,,3.22,1.56
846,ANDESITE,1.44,17.56,34.4,169,,4.55,13.4,33.1,,3.18,1.739
847,BASALT,1.22,14.15,23.29,60.48,,4.58,3.21,8.65,2.24,2.3,0.27
848,ANDESITE,1.231,15.29,24.5,49.5,,0.48,2.43,7.82,,2.95,0.224
849,BASALT,0.72,18.75,22.23,47.84,,0.77,,8.82,2.5,2.34,0.38
851,ANDESITE,0.79,18.75,21.6,77,10,1.8,,15.25,3.01,2.5,0.96
852,BASALT,1.12,18.9,28.9,71.7,,2.45,4.99,12.3,3.1,2.86,0.78
853,BASALT,1.16,12.66,25.8,73.3,,2,,21.32,4.06,2.55,3.5
854,ANDESITE,1.13,17.96,26.5,85,5,3.4,,16.27,3.1,2.65,1.66
856,BASALT,0.733821896,15.64565505,26.77446008,91.09265075,3,1.455901895,2.894346087,8.354784527,3.003113726,3.060536282,0.187042324
857,ANDESITE,1.18,15.3,32,58.3,1,0.46,3.24,9.4,3,3.17,0.302
858,BASALT,0.56,14.54,18.8,34.4,,1.1,2.2,5,1.44,1.44,0.2
860,ANDESITE,0.71,21.18,20.6,50.1,,1.14,5.25,11.5,2.49,2.07,0.658
862,BASALT,1.94,16.46,43.6,201,,8.5,19,44.6,,4.31,2.64
863,ANDESITE,1.079397714,19.66297797,24.19,89,,3.18,7.57,17.88,3.73,2.34,0.78
864,ANDESITE,1.48,17.51,33.5,174,12,4.54,13.1,32.7,4.34,3.19,1.773
865,BASALT,1.13,18.97,29,72,,3,5.5,12.9,3.13,2.89,0.797
866,ANDESITE,0.82,17.54,22.8,57.9,,0.81,,9.11,2.39,2.3,0.367
867,ANDESITE,1.35,16.01,26,85,,2.82,8,17,3.62,2.44,1.63
